Customer_Age ,Customer_income ,Home_ownership,Employment_length,Purpose_of_loan,Loan_risk_grade,Loan_amount ,Interest_rate,Loan_Status,Loan_amount_as_%_of_income,Previous_default_history,Credit_history_length,person_emp_length_clean,loan_int_rate_clean
21,35360,MORTGAGE,2,EDUCATION,D,12250,15.31,0,0.35,N,4,2,15.31
21,13500,RENT,0,VENTURE,B,3500,9.96,1,0.26,N,2,0,9.96
21,15600,RENT,2,PERSONAL,D,3500,16.07,1,0.22,N,3,2,16.07
21,29400,MORTGAGE,0,MEDICAL,B,12000,11.83,1,0.41,N,4,0,11.83
21,18456,RENT,2,MEDICAL,C,3500,13.35,1,0.19,Y,2,2,13.35
21,21600,RENT,2,DEBTCONSOLIDATION,A,3500,7.51,0,0.16,N,2,2,7.51
21,26400,RENT,6,DEBTCONSOLIDATION,A,3500,8.49,1,0.13,N,3,6,8.49
21,30000,RENT,5,PERSONAL,A,3500,7.9,0,0.12,N,2,5,7.9
21,30000,RENT,0,VENTURE,A,3500,,0,0.12,N,4,0,7.49
21,33000,RENT,0,MEDICAL,B,3500,11.71,0,0.11,N,4,0,11.71
21,35000,RENT,0,MEDICAL,B,3500,9.62,0,0.1,N,2,0,9.62
21,35000,RENT,3,DEBTCONSOLIDATION,C,3500,12.53,0,0.1,Y,4,3,12.53
21,35100,RENT,1,EDUCATION,A,3500,5.79,0,0.1,N,2,1,5.79
21,36000,MORTGAGE,5,MEDICAL,B,1000,12.42,0,0.03,N,2,5,12.42
21,38000,RENT,5,VENTURE,B,3500,10.59,0,0.09,N,3,5,10.59
21,41000,RENT,4,EDUCATION,B,3500,10.75,0,0.09,N,3,4,10.75
21,42000,RENT,5,DEBTCONSOLIDATION,B,3500,10.37,0,0.08,N,4,5,10.37
21,42500,RENT,0,EDUCATION,B,3500,11.86,0,0.08,N,4,0,11.86
21,36000,MORTGAGE,5,PERSONAL,A,2800,6.99,0,0.08,N,2,5,6.99
21,30000,MORTGAGE,5,HOMEIMPROVEMENT,C,13250,13.99,1,0.44,N,3,5,13.99
21,36000,MORTGAGE,3,DEBTCONSOLIDATION,A,4000,5.99,0,0.11,N,4,3,5.99
21,36000,MORTGAGE,1,MEDICAL,A,4000,5.42,0,0.11,N,3,1,5.42
21,110000,RENT,0,EDUCATION,C,3500,13.99,0,0.03,Y,3,4,13.99
21,36000,OWN,,EDUCATION,A,11000,5.42,0,0.31,N,3,0,5.42
21,12120,RENT,0,DEBTCONSOLIDATION,A,3600,8.32,1,0.3,N,2,0,8.32
21,15000,RENT,0,PERSONAL,D,3600,15.95,1,0.24,N,2,4,15.95
21,24000,RENT,,EDUCATION,B,3600,11.99,0,0.15,N,3,0,11.99
21,24996,RENT,1,MEDICAL,D,3600,14.09,1,0.14,N,3,1,14.09
21,26400,RENT,0,DEBTCONSOLIDATION,C,3600,14.27,0,0.14,Y,3,0,14.27
21,40000,RENT,5,MEDICAL,A,3600,5.42,0,0.09,N,4,5,5.42
21,41808,RENT,5,EDUCATION,E,11000,17.19,0,0.26,Y,3,5,17.19
21,36000,RENT,3,HOMEIMPROVEMENT,B,11000,10.37,1,0.31,N,4,3,10.37
21,36000,OWN,5,EDUCATION,C,8800,13.85,0,0.24,N,2,5,13.85
21,50000,RENT,4,EDUCATION,B,11000,10,0,0.22,N,3,4,10
21,52769,RENT,5,EDUCATION,B,11000,10.37,0,0.21,N,4,5,10.37
21,36000,MORTGAGE,1,DEBTCONSOLIDATION,A,8000,9.32,0,0.22,N,3,1,9.32
21,87000,RENT,5,MEDICAL,B,11000,11.58,0,0.13,N,2,5,11.58
21,30297,MORTGAGE,5,HOMEIMPROVEMENT,C,7550,13.22,1,0.25,Y,4,5,13.22
21,33000,RENT,2,EDUCATION,C,10800,12.23,1,0.33,N,3,4,12.23
21,36648,MORTGAGE,,DEBTCONSOLIDATION,B,7125,9.91,0,0.19,N,2,0,9.91
21,36800,MORTGAGE,5,EDUCATION,A,12400,7.51,0,0.34,N,4,5,7.51
21,57000,RENT,0,EDUCATION,C,10800,13.22,0,0.19,N,3,0,13.22
21,57000,RENT,6,HOMEIMPROVEMENT,D,10800,16.77,1,0.19,N,4,6,16.77
21,30067,RENT,5,VENTURE,C,10750,12.68,1,0.36,N,3,5,12.68
21,34500,RENT,5,EDUCATION,A,10500,8.49,1,0.3,N,3,5,8.49
21,40800,RENT,1,PERSONAL,A,10400,9.32,0,0.25,N,3,1,9.32
21,42000,RENT,0,DEBTCONSOLIDATION,B,10400,11.49,0,0.25,N,4,0,11.49
21,45000,RENT,3,EDUCATION,B,10300,10.59,0,0.23,N,2,3,10.59
21,50350,RENT,3,EDUCATION,A,3600,7.88,0,0.07,N,3,3,7.88
21,37459,MORTGAGE,6,EDUCATION,A,5600,6.92,0,0.15,N,2,6,6.92
21,37500,MORTGAGE,5,PERSONAL,A,12000,5.79,0,0.32,N,2,5,5.79
21,27996,RENT,5,EDUCATION,A,3700,8,0,0.13,N,3,5,8
21,38000,MORTGAGE,5,EDUCATION,C,7000,13.49,0,0.18,Y,3,5,13.49
21,25000,RENT,0,DEBTCONSOLIDATION,A,3800,8.59,0,0.15,N,2,0,8.59
21,13200,RENT,2,HOMEIMPROVEMENT,A,4000,6.39,1,0.3,N,3,2,6.39
21,38000,OWN,5,EDUCATION,B,14000,11.12,0,0.37,N,3,5,11.12
21,17500,RENT,0,DEBTCONSOLIDATION,C,4000,13.22,1,0.23,Y,4,0,13.22
21,19000,RENT,3,EDUCATION,C,4000,14.35,1,0.21,Y,3,3,14.35
21,38000,OWN,1,MEDICAL,A,5000,8.94,0,0.13,N,2,1,8.94
21,21000,RENT,2,DEBTCONSOLIDATION,B,4000,11.86,0,0.19,N,2,2,11.86
21,24000,RENT,2,MEDICAL,D,4000,14.84,1,0.17,Y,2,2,14.84
21,25200,RENT,1,PERSONAL,A,4000,8.49,0,0.16,N,4,1,8.49
21,27000,RENT,5,MEDICAL,D,4000,15.58,1,0.15,Y,2,5,15.58
21,28000,RENT,2,EDUCATION,C,4000,15.23,0,0.14,N,2,2,15.23
21,38400,MORTGAGE,0,EDUCATION,A,4200,,0,0.11,N,2,0,7.49
21,32400,MORTGAGE,3,PERSONAL,C,1750,13.61,1,0.05,Y,4,3,13.61
21,38400,OWN,0,VENTURE,C,12200,,0,0.32,N,2,0,13.48
21,38500,MORTGAGE,5,PERSONAL,A,6500,7.51,0,0.17,N,3,5,7.51
21,29000,RENT,0,EDUCATION,D,4000,14.83,1,0.14,N,4,0,14.83
21,37000,RENT,0,PERSONAL,B,4000,10.08,0,0.11,N,3,0,10.08
21,37200,RENT,5,MEDICAL,C,4000,13.49,0,0.11,Y,4,5,13.49
21,39000,MORTGAGE,5,EDUCATION,A,1000,7.49,0,0.03,N,3,5,7.49
21,33000,MORTGAGE,2,HOMEIMPROVEMENT,A,3250,7.14,1,0.1,N,3,2,7.14
21,40000,RENT,3,EDUCATION,A,4000,7.51,0,0.1,N,2,3,7.51
21,42000,RENT,4,EDUCATION,B,4000,12.42,0,0.1,N,3,4,12.42
21,36000,RENT,5,HOMEIMPROVEMENT,C,4000,12.99,1,0.11,N,4,5,12.99
21,39600,OWN,5,PERSONAL,A,3500,6.62,0,0.09,N,3,4,6.62
21,39828,OWN,,PERSONAL,B,15000,10.99,0,0.38,N,3,0,10.99
21,50808,RENT,2,EDUCATION,A,4000,6.17,0,0.08,N,4,2,6.17
21,55000,RENT,5,DEBTCONSOLIDATION,C,4000,13.35,0,0.07,Y,2,5,13.35
21,57000,RENT,6,EDUCATION,A,4000,7.49,0,0.07,N,4,6,7.49
21,39996,MORTGAGE,5,PERSONAL,B,8000,10.25,0,0.2,N,4,5,10.25
21,39996,MORTGAGE,6,EDUCATION,C,13000,13.48,0,0.33,N,2,6,13.48
21,63000,RENT,0,EDUCATION,B,4000,11.49,0,0.06,N,3,0,11.49
21,70000,RENT,5,EDUCATION,A,4000,7.9,0,0.06,N,2,5,7.9
21,40000,OWN,0,EDUCATION,C,2500,14.27,0,0.06,N,2,0,14.27
21,40000,MORTGAGE,5,PERSONAL,A,5000,6.62,0,0.13,N,2,5,6.62
21,19000,RENT,2,HOMEIMPROVEMENT,C,4200,,1,0.22,Y,2,2,13.48
21,20000,RENT,3,PERSONAL,A,4400,6.91,0,0.22,N,4,3,6.91
21,40000,MORTGAGE,5,EDUCATION,C,2000,12.99,0,0.05,Y,4,5,12.99
21,18000,RENT,2,PERSONAL,B,4500,10.38,1,0.25,N,2,2,10.38
21,20000,RENT,5,PERSONAL,C,4500,13.49,0,0.23,N,2,5,13.49
21,20004,RENT,4,MEDICAL,A,4500,8,0,0.22,N,2,4,8
21,20400,RENT,2,PERSONAL,B,4500,10.99,0,0.22,N,2,2,10.99
21,23916,RENT,2,EDUCATION,B,4500,9.62,0,0.19,N,4,2,9.62
21,40000,MORTGAGE,3,DEBTCONSOLIDATION,A,8000,6.92,0,0.2,N,4,3,6.92
21,36000,RENT,0,EDUCATION,A,4500,6.62,0,0.13,N,2,0,6.62
21,36000,RENT,1,VENTURE,D,4500,17.27,1,0.13,N,2,1,17.27
21,42000,RENT,4,DEBTCONSOLIDATION,A,4500,6.03,0,0.11,N,4,4,6.03
21,40000,MORTGAGE,3,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,N,3,3,5.79
21,41000,RENT,2,DEBTCONSOLIDATION,C,4500,13.49,1,0.11,N,3,2,13.49
21,40000,MORTGAGE,3,MEDICAL,A,2500,6.76,0,0.06,N,4,3,6.76
21,40000,OWN,6,VENTURE,B,5600,10.25,0,0.14,N,3,6,10.25
21,34000,MORTGAGE,5,EDUCATION,B,10000,10.62,1,0.29,N,2,5,10.62
21,24000,RENT,0,EDUCATION,C,4600,13.99,0,0.19,Y,2,0,13.99
21,28416,RENT,6,PERSONAL,A,4600,,0,0.16,N,2,6,7.49
21,40000,MORTGAGE,5,MEDICAL,A,9000,7.51,0,0.23,N,4,5,7.51
21,51996,RENT,5,PERSONAL,A,4600,8.59,0,0.09,N,2,5,8.59
21,40000,MORTGAGE,5,EDUCATION,C,8000,,0,0.2,N,3,5,13.48
21,31970,RENT,2,VENTURE,A,4650,9.32,0,0.15,N,2,2,9.32
21,13806,RENT,6,PERSONAL,C,4750,12.73,1,0.34,Y,3,6,12.73
21,40000,MORTGAGE,5,EDUCATION,B,9000,11.14,0,0.23,N,3,5,11.14
21,26400,RENT,5,PERSONAL,C,4750,12.23,0,0.18,N,3,5,12.23
21,15000,RENT,6,VENTURE,A,4800,8.49,1,0.32,N,3,6,8.49
21,15996,RENT,3,MEDICAL,D,4800,15.37,1,0.3,Y,3,3,15.37
21,22000,RENT,1,MEDICAL,A,4800,7.88,0,0.22,N,2,1,7.88
21,34000,OTHER,3,VENTURE,E,9600,15.68,1,0.28,Y,2,3,15.68
21,27000,RENT,,DEBTCONSOLIDATION,C,4800,13.49,0,0.18,N,4,0,13.49
21,27000,RENT,1,EDUCATION,A,4800,7.51,0,0.18,N,2,1,7.51
21,27700,RENT,5,PERSONAL,A,4800,6.62,0,0.17,N,4,5,6.62
21,40200,MORTGAGE,5,MEDICAL,A,7200,7.88,0,0.18,N,2,5,7.88
21,45000,RENT,3,VENTURE,A,4800,7.51,0,0.11,N,4,3,7.51
21,47664,RENT,5,DEBTCONSOLIDATION,A,4800,7.9,0,0.1,N,2,5,7.9
21,55000,RENT,3,EDUCATION,B,4800,11.12,0,0.09,N,4,3,11.12
21,41000,MORTGAGE,4,DEBTCONSOLIDATION,A,7000,6.03,0,0.17,N,3,4,6.03
21,41000,MORTGAGE,,PERSONAL,A,3000,5.79,0,0.07,N,4,0,5.79
21,41000,MORTGAGE,2,PERSONAL,A,8200,6.91,0,0.2,N,3,2,6.91
21,90000,RENT,3,EDUCATION,B,4800,9.62,0,0.05,N,3,3,9.62
21,41000,OWN,5,PERSONAL,A,5000,7.74,0,0.12,N,3,5,7.74
21,41004,MORTGAGE,5,VENTURE,B,24250,10.75,0,0.59,N,2,5,10.75
21,41033,MORTGAGE,2,DEBTCONSOLIDATION,C,5700,12.99,0,0.14,N,4,2,12.99
21,41200,OWN,3,PERSONAL,B,8000,11.48,0,0.19,N,3,4,11.48
21,88000,RENT,,VENTURE,E,10000,17.93,1,0.11,Y,3,0,17.93
21,102000,RENT,5,EDUCATION,D,10000,,0,0.1,Y,3,5,15.31
21,35760,MORTGAGE,5,HOMEIMPROVEMENT,E,2400,,1,0.07,N,3,5,16.82
21,120000,RENT,2,DEBTCONSOLIDATION,B,10000,11.71,0,0.08,N,3,2,11.71
21,120000,RENT,4,DEBTCONSOLIDATION,B,10000,9.99,0,0.08,N,3,4,9.99
21,36000,MORTGAGE,2,MEDICAL,C,5000,14.27,1,0.14,Y,2,2,14.27
21,42000,OWN,5,EDUCATION,D,5000,17.49,0,0.12,N,2,5,17.49
21,42000,MORTGAGE,5,EDUCATION,C,7000,15.23,0,0.17,Y,4,5,15.23
21,50000,RENT,5,EDUCATION,A,4900,8.94,0,0.1,N,2,5,8.94
21,42000,OWN,5,MEDICAL,B,8000,9.99,0,0.19,N,4,5,9.99
21,42000,MORTGAGE,1,DEBTCONSOLIDATION,A,2500,7.29,0,0.06,N,4,1,7.29
21,30000,RENT,0,VENTURE,A,5000,8.59,0,0.17,N,2,0,8.59
21,30000,RENT,2,PERSONAL,D,5000,14.96,1,0.17,N,2,2,14.96
21,30000,RENT,3,VENTURE,C,5000,13.92,0,0.17,N,4,3,13.92
21,36000,MORTGAGE,0,EDUCATION,A,14000,6.54,1,0.39,N,4,0,6.54
21,42000,OWN,5,VENTURE,B,12250,8.88,0,0.29,N,4,5,8.88
21,32000,RENT,3,EDUCATION,A,5000,7.68,0,0.16,N,4,3,7.68
21,33000,RENT,5,EDUCATION,C,5000,12.84,0,0.15,N,2,5,12.84
21,33600,RENT,4,EDUCATION,C,5000,13.49,0,0.15,N,3,4,13.49
21,42000,MORTGAGE,3,EDUCATION,B,13750,11.36,0,0.33,N,4,3,11.36
21,33996,RENT,0,PERSONAL,B,5000,12.18,0,0.15,N,3,0,12.18
21,42000,MORTGAGE,6,EDUCATION,A,3500,7.51,0,0.08,N,2,6,7.51
21,35000,RENT,5,MEDICAL,B,5000,10.65,0,0.14,N,3,5,10.65
21,35550,RENT,3,PERSONAL,C,5000,,0,0.14,N,4,3,13.48
21,42000,OTHER,5,DEBTCONSOLIDATION,C,12000,14.26,0,0.29,Y,4,5,14.26
21,36000,RENT,3,EDUCATION,C,5000,12.99,0,0.14,N,4,3,12.99
21,38000,RENT,0,EDUCATION,C,5000,,0,0.13,Y,4,0,13.48
21,38400,RENT,5,PERSONAL,B,5000,10.59,0,0.13,N,4,5,10.59
21,33996,RENT,3,PERSONAL,B,5000,9.25,1,0.15,N,3,3,9.25
21,42500,OTHER,0,EDUCATION,D,7000,14.61,0,0.16,Y,2,0,14.61
21,40000,RENT,4,VENTURE,A,5000,5.79,0,0.13,N,2,4,5.79
21,36588,MORTGAGE,5,DEBTCONSOLIDATION,D,1000,14.61,1,0.03,N,2,5,14.61
21,40000,RENT,3,VENTURE,B,5000,9.25,0,0.13,N,4,3,9.25
21,34000,RENT,2,PERSONAL,D,5000,14.59,1,0.15,N,4,2,14.59
21,35000,RENT,6,PERSONAL,C,5000,14.79,1,0.14,N,2,6,14.79
21,43000,MORTGAGE,5,PERSONAL,A,7000,6.62,0,0.16,N,4,5,6.62
21,42000,RENT,5,EDUCATION,A,5000,9.32,0,0.12,N,4,5,9.32
21,46800,RENT,2,PERSONAL,A,5000,9.32,0,0.11,N,3,2,9.32
21,43008,MORTGAGE,0,VENTURE,D,11200,15.31,0,0.26,N,3,0,15.31
21,42000,RENT,2,PERSONAL,D,5000,,1,0.12,N,4,2,15.31
21,37200,MORTGAGE,3,MEDICAL,A,16800,6.17,1,0.45,N,2,3,6.17
21,43971,MORTGAGE,5,PERSONAL,A,4600,5.42,0,0.1,N,4,5,5.42
21,44000,MORTGAGE,2,DEBTCONSOLIDATION,A,12000,,0,0.27,N,2,2,7.49
21,44004,MORTGAGE,5,VENTURE,B,7200,11.89,0,0.16,N,4,5,11.89
21,44500,OWN,6,EDUCATION,D,5000,13.87,0,0.11,Y,3,6,13.87
21,26124,RENT,3,EDUCATION,D,8875,15.62,1,0.34,Y,3,3,15.62
21,50252,RENT,4,DEBTCONSOLIDATION,B,5000,11.46,0,0.1,N,2,4,11.46
21,50500,RENT,0,MEDICAL,B,5000,10.37,0,0.1,N,3,0,10.37
21,45000,OWN,2,VENTURE,A,6000,,0,0.13,N,2,2,7.49
21,45996,RENT,5,DEBTCONSOLIDATION,D,5000,,1,0.11,Y,3,5,15.31
21,25200,RENT,3,MEDICAL,C,8500,13.61,1,0.34,Y,2,3,13.61
21,27120,RENT,0,EDUCATION,A,8500,8.9,1,0.31,N,2,0,8.9
21,29760,RENT,1,DEBTCONSOLIDATION,B,8500,10.62,0,0.29,N,2,1,10.62
21,42000,RENT,5,DEBTCONSOLIDATION,A,8500,7.51,0,0.2,N,4,5,7.51
21,43000,RENT,5,VENTURE,D,8500,15.58,0,0.2,N,2,5,15.58
21,45000,MORTGAGE,5,MEDICAL,B,3000,10.99,0,0.07,N,4,5,10.99
21,50000,RENT,5,VENTURE,B,8500,10.65,0,0.17,N,2,5,10.65
21,44000,RENT,5,DEBTCONSOLIDATION,B,8500,11.49,1,0.19,N,2,5,11.49
21,60996,RENT,2,VENTURE,B,8500,,0,0.14,N,2,2,10.99
21,45000,MORTGAGE,0,DEBTCONSOLIDATION,A,6250,5.42,0,0.14,N,3,0,5.42
21,55272,RENT,5,VENTURE,A,5000,5.42,0,0.09,N,3,5,5.42
21,45000,MORTGAGE,5,PERSONAL,A,4000,7.14,0,0.09,N,3,5,7.14
21,45000,MORTGAGE,3,MEDICAL,A,4500,7.14,0,0.1,N,2,3,7.14
21,45000,MORTGAGE,4,EDUCATION,A,5000,7.14,0,0.11,N,4,4,7.14
21,45000,MORTGAGE,5,EDUCATION,A,18000,7.88,0,0.4,N,4,5,7.88
21,59800,RENT,5,PERSONAL,B,5000,11.36,0,0.08,N,3,5,11.36
21,45000,MORTGAGE,5,DEBTCONSOLIDATION,A,8000,7.51,0,0.18,N,4,5,7.51
21,60000,RENT,2,MEDICAL,A,5000,8.49,0,0.08,N,4,2,8.49
21,45000,MORTGAGE,5,PERSONAL,A,10000,7.51,0,0.22,N,2,5,7.51
21,64424,RENT,3,PERSONAL,A,5000,6.03,0,0.08,N,4,3,6.03
21,59000,RENT,4,MEDICAL,C,5000,14.22,1,0.08,N,3,4,14.22
21,45192,MORTGAGE,0,PERSONAL,B,11700,10.74,0,0.26,N,2,0,10.74
21,45432,MORTGAGE,4,EDUCATION,B,5000,9.88,0,0.11,N,4,4,9.88
21,45600,MORTGAGE,5,MEDICAL,A,6000,6.03,0,0.13,N,4,5,6.03
21,39600,MORTGAGE,5,MEDICAL,A,6400,6.91,1,0.16,N,2,5,6.91
21,45996,OWN,5,VENTURE,A,10000,5.79,0,0.22,N,3,5,5.79
21,26000,RENT,5,MEDICAL,B,5200,12.53,0,0.2,N,2,5,12.53
21,47000,RENT,1,MEDICAL,A,5300,7.66,0,0.11,N,2,4,7.66
21,22000,RENT,,PERSONAL,B,5325,12.42,1,0.24,N,3,0,12.42
21,32000,RENT,5,PERSONAL,C,5325,14.27,0,0.17,Y,3,5,14.27
21,46000,OWN,5,VENTURE,D,10000,14.74,0,0.22,Y,3,5,14.74
21,46002,MORTGAGE,4,VENTURE,D,4000,,0,0.09,Y,3,4,15.31
21,46500,MORTGAGE,5,EDUCATION,D,1300,14.96,0,0.03,N,2,5,14.96
21,14400,RENT,4,MEDICAL,B,5500,11.48,1,0.38,N,3,4,11.48
21,15192,RENT,4,PERSONAL,C,5500,13.11,1,0.36,Y,3,4,13.11
21,21700,RENT,2,HOMEIMPROVEMENT,D,5500,14.91,1,0.25,N,2,4,14.91
21,46800,MORTGAGE,,DEBTCONSOLIDATION,A,5000,7.51,0,0.11,N,3,0,7.51
21,47000,MORTGAGE,2,MEDICAL,A,5400,8.9,0,0.11,N,3,2,8.9
21,36500,RENT,2,VENTURE,A,5500,7.51,0,0.15,N,2,2,7.51
21,44000,RENT,0,PERSONAL,D,5500,15.28,1,0.13,N,3,0,15.28
21,47000,MORTGAGE,5,PERSONAL,A,7000,7.14,0,0.15,N,3,5,7.14
21,59000,RENT,1,EDUCATION,A,5500,5.42,0,0.09,N,2,1,5.42
21,47200,MORTGAGE,1,MEDICAL,C,7000,13.23,0,0.15,N,4,1,13.23
21,18000,RENT,1,HOMEIMPROVEMENT,F,5600,18.09,1,0.31,N,4,3,18.09
21,20000,RENT,,MEDICAL,B,5600,10.75,0,0.28,N,4,0,10.75
21,25000,RENT,5,VENTURE,A,5600,7.29,0,0.22,N,2,5,7.29
21,30000,RENT,1,PERSONAL,D,5600,14.46,1,0.19,N,2,1,14.46
21,30000,RENT,3,EDUCATION,C,5600,13.61,0,0.19,Y,2,3,13.61
21,47580,MORTGAGE,5,EDUCATION,A,14000,6.03,0,0.29,N,2,5,6.03
21,47760,MORTGAGE,2,PERSONAL,A,15000,6.03,0,0.31,N,2,2,6.03
21,48000,MORTGAGE,5,VENTURE,B,7350,10.65,0,0.15,N,2,5,10.65
21,55692,RENT,5,PERSONAL,A,5600,6.62,0,0.1,N,2,5,6.62
21,60000,RENT,3,DEBTCONSOLIDATION,B,5600,9.25,0,0.09,N,3,3,9.25
21,89610,RENT,3,DEBTCONSOLIDATION,A,5600,6.54,0,0.06,N,4,3,6.54
21,48000,OWN,5,VENTURE,B,15000,,0,0.31,N,2,5,10.99
21,17000,RENT,3,MEDICAL,A,5750,8.9,1,0.34,N,2,3,8.9
21,42000,MORTGAGE,5,DEBTCONSOLIDATION,B,8325,,1,0.2,N,2,5,10.99
21,18000,RENT,2,DEBTCONSOLIDATION,C,5800,14.72,1,0.32,Y,4,2,14.72
21,14400,RENT,2,EDUCATION,B,5900,12.42,1,0.41,N,3,2,12.42
21,16000,RENT,5,VENTURE,B,6000,9.63,1,0.38,N,3,5,9.63
21,18996,RENT,0,DEBTCONSOLIDATION,A,6000,,1,0.32,N,4,0,7.49
21,19200,RENT,0,PERSONAL,B,6000,9.88,1,0.31,N,2,0,9.88
21,22600,RENT,3,EDUCATION,C,6000,12.23,0,0.27,N,4,3,12.23
21,23000,RENT,5,EDUCATION,B,6000,10.95,0,0.26,N,2,5,10.95
21,23040,RENT,0,HOMEIMPROVEMENT,A,6000,7.9,1,0.26,N,2,0,7.9
21,24000,RENT,2,MEDICAL,B,6000,11.36,0,0.25,N,3,2,11.36
21,24996,RENT,6,DEBTCONSOLIDATION,C,6000,13.61,0,0.24,N,2,6,13.61
21,24996,RENT,3,EDUCATION,B,6000,11.83,0,0.24,N,3,3,11.83
21,25000,RENT,3,DEBTCONSOLIDATION,B,6000,,0,0.24,N,4,3,10.99
21,25200,RENT,2,EDUCATION,A,6000,7.49,0,0.24,N,3,2,7.49
21,25200,RENT,5,VENTURE,A,6000,8.94,0,0.24,N,3,5,8.94
21,26000,RENT,5,DEBTCONSOLIDATION,A,6000,7.49,0,0.23,N,2,5,7.49
21,48000,MORTGAGE,5,EDUCATION,C,10800,12.84,0,0.23,N,2,5,12.84
21,28800,RENT,3,EDUCATION,C,6000,13.8,0,0.21,Y,4,3,13.8
21,28800,RENT,2,HOMEIMPROVEMENT,B,6000,10.62,1,0.21,N,3,2,10.62
21,30000,RENT,4,MEDICAL,A,6000,7.51,0,0.2,N,3,4,7.51
21,30000,RENT,3,MEDICAL,A,6000,8.94,0,0.2,N,2,3,8.94
21,31000,RENT,6,MEDICAL,A,6000,6.03,0,0.19,N,3,6,6.03
21,31200,RENT,1,DEBTCONSOLIDATION,D,6000,16.89,1,0.19,N,3,1,16.89
21,32000,RENT,5,DEBTCONSOLIDATION,A,6000,5.42,0,0.19,N,4,5,5.42
21,33280,RENT,0,VENTURE,C,6000,13.23,0,0.18,Y,2,0,13.23
21,33996,RENT,1,PERSONAL,C,6000,12.53,0,0.18,Y,3,1,12.53
21,35324,RENT,4,MEDICAL,B,6000,,0,0.17,N,4,4,10.99
21,49000,MORTGAGE,5,VENTURE,A,14000,,0,0.29,N,3,5,7.49
21,36000,RENT,2,EDUCATION,B,6000,11.86,0,0.17,N,3,2,11.86
21,30000,RENT,1,EDUCATION,C,6000,13.16,1,0.2,Y,4,1,13.16
21,36450,RENT,0,EDUCATION,A,6000,8.63,0,0.16,N,3,0,8.63
21,37200,RENT,2,DEBTCONSOLIDATION,B,6000,11.71,0,0.16,N,4,2,11.71
21,39000,RENT,4,EDUCATION,B,6000,10.38,0,0.15,N,3,4,10.38
21,39900,RENT,3,DEBTCONSOLIDATION,B,6000,11.49,0,0.15,N,3,3,11.49
21,50000,MORTGAGE,5,EDUCATION,C,9000,13.49,0,0.18,N,4,5,13.49
21,40000,RENT,1,EDUCATION,B,6000,10.08,0,0.15,N,3,1,10.08
21,50000,MORTGAGE,5,VENTURE,A,3500,6.03,0,0.07,N,4,5,6.03
21,45000,RENT,5,MEDICAL,A,6000,9.38,0,0.13,N,4,5,9.38
21,46200,RENT,5,EDUCATION,A,6000,,0,0.13,N,4,5,7.49
21,48000,RENT,5,VENTURE,C,6000,13.48,0,0.13,N,4,5,13.48
21,49200,RENT,4,EDUCATION,C,6000,13.72,0,0.12,N,3,4,13.72
21,50000,MORTGAGE,5,DEBTCONSOLIDATION,A,5375,7.49,0,0.11,N,3,5,7.49
21,50000,MORTGAGE,5,PERSONAL,B,7000,10.59,0,0.14,N,3,5,10.59
21,50000,RENT,5,MEDICAL,B,6000,10.75,0,0.12,N,2,5,10.75
21,49000,RENT,4,VENTURE,D,6000,15.99,1,0.12,N,4,4,15.99
21,49000,RENT,5,DEBTCONSOLIDATION,D,6000,14.84,1,0.12,Y,4,5,14.84
21,55000,RENT,3,EDUCATION,B,6000,10.99,0,0.11,N,3,3,10.99
21,55600,RENT,2,MEDICAL,A,6000,,0,0.11,N,4,2,7.49
21,50000,MORTGAGE,5,MEDICAL,A,15000,6.54,0,0.3,N,4,5,6.54
21,60000,RENT,5,MEDICAL,A,6000,,0,0.1,N,4,5,7.49
21,62000,RENT,2,EDUCATION,B,6000,10.25,0,0.1,N,4,4,10.25
21,15600,RENT,,EDUCATION,A,7000,7.51,1,0.45,N,2,4,7.51
21,17000,RENT,,DEBTCONSOLIDATION,B,7000,10.62,1,0.41,N,2,0,10.62
21,18000,RENT,5,HOMEIMPROVEMENT,B,7000,11.14,1,0.39,N,4,5,11.14
21,19200,RENT,5,HOMEIMPROVEMENT,C,7000,14.35,1,0.36,N,2,5,14.35
21,21600,RENT,6,EDUCATION,C,7000,13.98,1,0.32,Y,3,6,13.98
21,25000,RENT,1,EDUCATION,B,7000,12.69,0,0.28,N,2,1,12.69
21,65004,RENT,5,PERSONAL,A,6000,7.68,0,0.09,N,3,5,7.68
21,44000,MORTGAGE,2,DEBTCONSOLIDATION,E,15000,16,1,0.34,N,2,2,16
21,72000,RENT,3,EDUCATION,A,6000,5.42,0,0.08,N,4,3,5.42
21,44000,MORTGAGE,5,VENTURE,D,7500,12.92,1,0.17,N,4,5,12.92
21,44000,MORTGAGE,5,MEDICAL,D,6000,12.61,1,0.14,N,3,5,12.61
21,50031,MORTGAGE,5,PERSONAL,A,2000,5.99,0,0.04,N,2,5,5.99
21,86000,RENT,5,EDUCATION,B,6000,10,0,0.07,N,4,5,10
21,50460,OWN,4,VENTURE,C,6000,13.49,0,0.12,N,3,4,13.49
21,51000,MORTGAGE,5,EDUCATION,B,13000,,0,0.25,N,3,5,10.99
21,63250,RENT,2,PERSONAL,B,6225,10.99,0,0.1,N,4,2,10.99
21,21000,RENT,2,EDUCATION,C,6250,13.85,0,0.3,N,3,2,13.85
